seg_id,youtube_id,sentence,verb_pre_mapping,adverb_pre_mapping,clustered_verb,clustered_adverb,start_time,end_time,duration,rgb_frames,verb_label,adverb_label
-4RbeXkDu5E_107-112,-4RbeXkDu5E,unwanted shells gently stirring folding crab meat,stir,gently,stir,gently,107.4,112.7,5.3,150,2,0
g6Wl0SZpFMk_176-188,g6Wl0SZpFMk,pouring slowly wrong loop,pour,slowly,pour,slowly,176.8,188.3,11.5,301,3,1
VOpO_387bNA_246-253,VOpO_387bNA,hold flat dough press gently coat,coat,gently,coat,gently,246.4,253.2,6.8,210,15,0
waz6ZZvbJGs_130-135,waz6ZZvbJGs,finely chop,chop,finely,chop,finely,130,135.8,5.7,121,1,2
60TzUM1_RW4_43-48,60TzUM1_RW4,slowly pour add teaspoon vanilla extract,pour,slowly,pour,slowly,43.4,48.9,5.5,151,3,1
v4eunPxA4B0_386-392,v4eunPxA4B0,slowly stir thinking 10 minutes,stir,slowly,stir,slowly,386.4,392.7,6.3,180,2,1
ZYCmi3S6u-0_91-96,ZYCmi3S6u-0,gently rub,rub,gently,rub,gently,91,96.4,5.4,125,22,0
MPk6sjHnK6M_132-141,MPk6sjHnK6M,minutes softened add flour mixing gently,mix,gently,mix,gently,132.8,141.4,8.6,269,0,0
WyT1P3qQwnY_324-330,WyT1P3qQwnY,bowl finely chop,chop,finely,chop,finely,324.1,330.9,6.8,150,1,2
-QOvB-7cCsU_85-107,-QOvB-7cCsU,finely chop deal finished potatoes,chop,finely,chop,finely,85.1,107.9,22.8,659,1,2
BBDW23F2Wpw_263-271,BBDW23F2Wpw,gently fold chicken malou,fold,gently,fold,gently,263,271.2,8.2,240,5,0
nyGXP5-7Gm8_74-83,nyGXP5-7Gm8,powder gently mix,mix,gently,mix,gently,74.6,83.4,8.8,225,0,0
sflY2AVbjBc_122-129,sflY2AVbjBc,gently spread,spread,gently,spread,gently,122.1,129.5,7.4,212,13,0
BVyyFk0_K98_337-343,BVyyFk0_K98,into ball bulb into tin lightly press,press,lightly,press,gently,337.8,343.5,5.7,180,4,0
gSbH5oVsg7w_316-339,gSbH5oVsg7w,mixture hand quickly roll ladoo hands burn follow process,roll,quickly,roll,quickly,316.2,339.8,23.6,691,6,3
4VOHVPoSvrk_175-188,4VOHVPoSvrk,add mix stir gently minutes use,stir,gently,stir,gently,175.6,188.6,13,391,2,0
VLyYbLMr1Gc_249-255,VLyYbLMr1Gc,roll tightly,roll,tightly,roll,tightly,249.2,255.8,6.6,151,6,5
J5zNLpkaDYg_180-187,J5zNLpkaDYg,dip lightly,dip,lightly,dip,gently,180.6,187.1,6.5,168,31,0
2obcQQJ62iw_138-156,2obcQQJ62iw,lightly stir turn,stir,lightly,stir,gently,138.7,156.8,18.1,541,2,0
ZKLjvpGq6tY_406-414,ZKLjvpGq6tY,sauce gently toss,toss,gently,toss,gently,406.9,414.6,7.7,242,12,0
lpselfs-lLQ_143-149,lpselfs-lLQ,mixer fold gently,fold,gently,fold,gently,143.6,149.2,5.6,180,5,0
fkzy2ifWKgw_225-230,fkzy2ifWKgw,wanna slowly stir,stir,slowly,stir,slowly,225.1,230.5,5.4,151,2,1
DbekWzIRCig_206-213,DbekWzIRCig,roughly chop add,chop,roughly,chop,coarsely,206.7,213.2,6.5,175,1,4
yH_C6VYIVMs_376-388,yH_C6VYIVMs,pour slowly into boiling water,pour,slowly,pour,slowly,376.5,388,11.5,360,3,1
Nr8x7IUMwAM_481-487,Nr8x7IUMwAM,roll tightly form into spiral shape way,roll,tightly,roll,tightly,481.3,487.6,6.3,150,6,5
_t7ROLB5JJA_184-189,_t7ROLB5JJA,gently press good layer mixture bread,press,gently,press,gently,184.8,189.9,5.1,151,4,0
dujN3jgxLII_404-412,dujN3jgxLII,mix gently hold coated,mix,gently,mix,gently,404.6,412.2,7.5,241,0,0
trpk3YI-TiY_159-175,trpk3YI-TiY,knead lightly,knead,lightly,knead,gently,159.3,175,15.7,479,20,0
Bi2iV3tbM7k_447-453,Bi2iV3tbM7k,fragile gently mix,mix,gently,mix,gently,447.7,453.9,6.2,182,0,0
OR60WAyLmT4_397-407,OR60WAyLmT4,spread gently into corners,spread,gently,spread,gently,397.2,407.7,10.5,250,13,0
NoHdpwN3ojY_159-165,NoHdpwN3ojY,gently stir water,stir,gently,stir,gently,159.5,165,5.5,145,2,0
sdjUsyuBYBQ_406-413,sdjUsyuBYBQ,quickly fruit leathers peel,peel,quickly,peel,quickly,406,414,7.9,176,18,3
6GDpeYS7Wgo_1228-1234,6GDpeYS7Wgo,gently press compact,press,gently,press,gently,1228.8,1234.8,6,180,4,0
pomsJR1LLaE_801-808,pomsJR1LLaE,lightly whisk,whisk,lightly,whisk,gently,801.3,808.4,7.1,210,7,0
HZX0UtxCw7I_194-200,HZX0UtxCw7I,freezer slowly peel,peel,slowly,peel,slowly,194.6,200.1,5.5,180,18,1
ucYU2Q1-fms_100-105,ucYU2Q1-fms,lemon squeeze slowly stir,squeeze,slowly,squeeze,slowly,100.7,105.9,5.2,151,16,1
58XYnM_d9go_164-169,58XYnM_d9go,press lightly mold,press,lightly,press,gently,164.5,169.6,5.2,125,4,0
BD_dyIim4tg_104-128,BD_dyIim4tg,smoothing ganesh slowly filling gaps,fill,slowly,fill,slowly,104.4,128.5,24.1,722,28,1
XtSJSAwYSr0_174-184,XtSJSAwYSr0,garlic cloves finely chop cilantro parsley place preserved lemon,chop,finely,chop,finely,174.9,184,9.1,300,1,2
Wgrv5ithNrg_178-186,Wgrv5ithNrg,finely chop orange peels,chop,finely,chop,finely,178.3,186.4,8.1,194,1,2
mG7kS5ec0kI_158-164,mG7kS5ec0kI,finely chop meat small carrots pain,chop,finely,chop,finely,158.9,164.5,5.5,181,1,2
-mB6ZK-F4o8_274-285,-mB6ZK-F4o8,cover tightly,cover,tightly,cover,tightly,274.6,285.4,10.8,330,9,5
U7DMzZAFQIw_315-329,U7DMzZAFQIw,corn flour water slowly pour low flame,pour,slowly,pour,slowly,315,329.9,14.8,419,3,1
aVo4Tv8VzMM_206-213,aVo4Tv8VzMM,fold gently fold,fold,gently,fold,gently,206.5,213.1,6.6,176,5,0
M2ujNhBAopI_40-47,M2ujNhBAopI,gently stir,stir,gently,stir,gently,40.5,47.1,6.6,210,2,0
W2LK2JpxDUk_45-57,W2LK2JpxDUk,rolling laying slices gently roll end,roll,gently,roll,gently,45.5,57.1,11.5,360,6,0
Y6vbR_3Fbzw_480-486,Y6vbR_3Fbzw,cover tightly pressing,cover,tightly,cover,tightly,480.4,486.5,6.1,150,9,5
d4g1CeK5ZI0_113-123,d4g1CeK5ZI0,slowly whisk slower,whisk,slowly,whisk,slowly,113.9,123.6,9.7,242,7,1
CU3LtJjKrTo_582-588,CU3LtJjKrTo,use fingers seal lightly,seal,lightly,seal,gently,582.6,588.3,5.6,173,36,0
tNQOnr4E3yU_185-190,tNQOnr4E3yU,handful fresh coriander roughly chop,chop,roughly,chop,coarsely,185.2,190.7,5.5,125,1,4
SdS6ILv3IMA_188-196,SdS6ILv3IMA,slowly fold air,fold,slowly,fold,slowly,188.9,196.6,7.8,241,5,1
-1To6TZifoE_101-108,-1To6TZifoE,wet ingredients into dry gently stir add,stir,gently,stir,gently,101.9,108.6,6.7,210,2,0
sppNKUYdJII_151-158,sppNKUYdJII,gently pour into,pour,gently,pour,gently,151.6,158.2,6.6,211,3,0
3E9ZYJr_gCs_87-93,3E9ZYJr_gCs,quickly mix,mix,quickly,mix,quickly,87.7,93.7,6,150,0,3
8yanDsvg62o_245-251,8yanDsvg62o,place apple slices gently pushing line row,push,gently,push,gently,245.4,251.6,6.2,145,10,0
TC91MA1Zj4w_174-180,TC91MA1Zj4w,continuing whisk drizzle oil slowly oil,drizzle,slowly,drizzle,slowly,174.3,180.5,6.2,151,21,1
zsOPNyhdrlQ_152-157,zsOPNyhdrlQ,gently stir curds,stir,gently,stir,gently,152.2,157.8,5.6,150,2,0
0xoCJd6RaWM_143-149,0xoCJd6RaWM,love leave prefer gently mix dry,mix,gently,mix,gently,143.8,149.1,5.3,180,0,0
yJZtT0mqejs_67-76,yJZtT0mqejs,attach dosa start mixing slowly,mix,slowly,mix,slowly,67.8,76.8,9,270,0,1
jSn_eq5w3HU_857-867,jSn_eq5w3HU,gently wooden spoon mixing,mix,gently,mix,gently,858,867.3,9.4,248,0,0
e3gdDh1q5oE_245-253,e3gdDh1q5oE,remember press gently sides filling,press,gently,press,gently,245,253.7,8.7,242,4,0
cSIP9OU21t8_185-191,cSIP9OU21t8,lightly mix break tomatoes,mix,lightly,mix,gently,185.1,191.2,6.1,150,0,0
iibb2fWeAL4_132-147,iibb2fWeAL4,doria finely chop aubergines,chop,finely,chop,finely,132.8,147.3,14.5,450,1,2
SiJaQG01Fp4_159-166,SiJaQG01Fp4,slowly drizzle oil latin,drizzle,slowly,drizzle,slowly,159.1,166.7,7.6,210,21,1
Ul9qUhhzF-E_103-112,Ul9qUhhzF-E,brush lightly ghee pour,brush,lightly,brush,gently,103,112.8,9.8,216,8,0
z03Sg34d9eE_103-111,z03Sg34d9eE,gently squeeze get rid excess water toss,squeeze,gently,squeeze,gently,103.6,111.3,7.8,240,16,0
1yKDV4B3TII_90-115,1yKDV4B3TII,roughly chop kalamata olives pour,chop,roughly,chop,coarsely,90.9,115.4,24.5,601,1,4
OjHWoeHU5Jk_210-218,OjHWoeHU5Jk,gently mash,mash,gently,mash,gently,210.3,218.8,8.5,240,34,0
C8hpPk9MxCY_63-69,C8hpPk9MxCY,whisking slowly drizzle olive oil emulsifies forms,whisk,slowly,whisk,slowly,64,70,6,145,7,1
bMuXXp6ZE1Q_362-368,bMuXXp6ZE1Q,press lightly thumb,press,lightly,press,gently,363,368.1,5.1,179,4,0
ZZXkvdJOgKA_43-48,ZZXkvdJOgKA,start finely chopping onion,chop,finely,chop,finely,43.3,48.6,5.4,151,1,2
-Pfj2lUmPUc_54-69,-Pfj2lUmPUc,finely chop carrots red pepper remove stem seeds,chop,finely,chop,finely,54.6,69.1,14.5,450,1,2
-av3TVegwU0_248-254,-av3TVegwU0,toss toss lightly,toss,lightly,toss,gently,248.4,254.7,6.2,151,12,0
NAhRb2UUc0o_405-412,NAhRb2UUc0o,yes spoon gently into tim yes,spoon,gently,spoon,gently,405.6,412.6,7,210,25,0
Jiard7IwCN0_278-284,Jiard7IwCN0,stir slowly bringing temperature,stir,slowly,stir,slowly,278.9,284.2,5.2,144,2,1
o017PIK2DdM_181-189,o017PIK2DdM,aluminum foil tightly seal pan,seal,tightly,seal,tightly,181.2,189.3,8.1,242,36,5
FWJlEHS6P0Q_290-301,FWJlEHS6P0Q,chilli flakes optional quickly mix scramble,mix,quickly,mix,quickly,290.6,301.9,11.3,331,0,3
FiLtXhJXEao_253-266,FiLtXhJXEao,cut slowly,cut,slowly,cut,slowly,253.5,266.7,13.2,390,11,1
dJF6HBH2_F0_204-209,dJF6HBH2_F0,vanilla extract salt gently whisk ingredients remember,whisk,gently,whisk,gently,204.6,209.7,5.1,119,7,0
BzR0hUlrWRQ_334-349,BzR0hUlrWRQ,pour little slowly,pour,slowly,pour,slowly,334.7,349.9,15.1,376,3,1
VX6_d_ebyfo_51-63,VX6_d_ebyfo,pour roughly,pour,roughly,pour,coarsely,52,63.3,11.3,360,3,4
NIJbTTBk1Is_178-184,NIJbTTBk1Is,slowly flip quick flip continue cook,flip,slowly,flip,slowly,178.8,185,6.2,180,19,1
eORTjOnij64_335-344,eORTjOnij64,slowly roll get seaweed way,roll,slowly,roll,slowly,335.7,344.1,8.4,270,6,1
-i10YZe3bm8_50-65,-i10YZe3bm8,start finely chopping,chop,finely,chop,finely,50.4,65.7,15.2,451,1,2
KJGBo7GFSEM_114-122,KJGBo7GFSEM,using rolling pin gently roll,roll,gently,roll,gently,114.2,122.2,8,201,6,0
ZhSLnooSgeQ_183-189,ZhSLnooSgeQ,gently spread dough into,spread,gently,spread,gently,183.8,189.8,6,180,13,0
mS1sEQMNrBw_226-234,mS1sEQMNrBw,layer press lightly,press,lightly,press,gently,226.8,234.5,7.8,200,4,0
iSW3mrXPQNE_122-131,iSW3mrXPQNE,gently stir,stir,gently,stir,gently,122.3,131.7,9.4,270,2,0
6B3ZqCwmElI_179-185,6B3ZqCwmElI,liquid folding gently,fold,gently,fold,gently,179.7,185.7,6,180,5,0
Xmx-vyzhG7M_138-143,Xmx-vyzhG7M,slowly fold,fold,slowly,fold,slowly,138.4,143.6,5.2,150,5,1
ARYEyRgg5AQ_88-95,ARYEyRgg5AQ,slowly pour,pour,slowly,pour,slowly,89,95.2,6.2,210,3,1
mRC0tgSaXgA_116-126,mRC0tgSaXgA,liquid serpent chop finely,chop,finely,chop,finely,116.3,126.4,10.1,300,1,2
gZ9sLmL-yJw_180-187,gZ9sLmL-yJw,pasta into meat sauce gently stir,stir,gently,stir,gently,180.4,187.7,7.3,210,2,0
YZG3UUij-gw_177-184,YZG3UUij-gw,fold gently use spatula,fold,gently,fold,gently,177.3,184.4,7.1,175,5,0
uA9GRoS1g1E_427-432,uA9GRoS1g1E,roll tightly,roll,tightly,roll,tightly,427.1,432.1,5,150,6,5
Z-kvtRmTris_314-324,Z-kvtRmTris,cut thinly smells good,cut,thinly,cut,finely,314.8,324,9.2,301,11,2
W00MbkaAdIk_381-390,W00MbkaAdIk,gently peel cling wrap,peel,gently,peel,gently,382,390,8.1,271,18,0
RsPbzIlF4K4_152-159,RsPbzIlF4K4,gently fold,fold,gently,fold,gently,152.3,159.9,7.6,168,5,0
QoRs5fL_e5I_58-68,QoRs5fL_e5I,mixing pour lemon juice slowly,pour,slowly,pour,slowly,58.1,68.4,10.2,241,3,1
tXS0RdlqhTo_7-14,tXS0RdlqhTo,burger start finely chopping,chop,finely,chop,finely,7,14,7,175,1,2
Wq_ExyDSX2k_71-87,Wq_ExyDSX2k,hot liquid stew drippings pour slowly,pour,slowly,pour,slowly,71.9,87.9,15.9,480,3,1
mE6_VO5paS0_450-462,mE6_VO5paS0,slowly roll holding use mat help,roll,slowly,roll,slowly,450.1,462.3,12.2,361,6,1
61HoJtjm8fk_353-359,61HoJtjm8fk,stir fry quickly minute,stir,quickly,stir,quickly,353.6,359.1,5.5,150,2,3
EuoYsnLtVeg_328-337,EuoYsnLtVeg,lightly brush sauce wings bob ross paint happy trees,brush,lightly,brush,gently,328.6,337.6,8.9,269,8,0
bvWzBgu51s8_79-85,bvWzBgu51s8,pour wet ingredients dry whisk gently mixture smooth,pour,gently,pour,gently,79.8,85.8,6,180,3,0
jELDj5SjKek_38-44,jELDj5SjKek,roughly chop sage,chop,roughly,chop,coarsely,38.8,44.2,5.3,143,1,4
DMGbiBaD0XY_421-427,DMGbiBaD0XY,press gently hands spread,press,gently,press,gently,421.8,427.8,6,181,4,0
OrQVPbcb-kU_333-348,OrQVPbcb-kU,noodle vegetable smash finely mince garlic,mince,finely,mince,finely,333.2,348.1,14.8,449,26,2
sg2LrEufTN8_342-351,sg2LrEufTN8,gently spread,spread,gently,spread,gently,342.8,351,8.3,270,13,0
CIbnU1bhlLo_117-124,CIbnU1bhlLo,mix gently potatoes onions eggs spatula wooden spoon,mix,gently,mix,gently,117.4,124,6.6,175,0,0
v9Iv1ZyacZg_183-189,v9Iv1ZyacZg,olive oil pour slowly,pour,slowly,pour,slowly,183.3,189.2,5.9,180,3,1
4TFr15doWUU_490-495,4TFr15doWUU,got egg slowly drizzle,drizzle,slowly,drizzle,slowly,490,495.9,5.8,122,21,1
ciOFPQ2sL5g_123-128,ciOFPQ2sL5g,whisk slowly,whisk,slowly,whisk,slowly,123.2,128.3,5,120,7,1
lH59alhwwfw_50-55,lH59alhwwfw,vegetable oil lightly whisking,whisk,lightly,whisk,gently,50.7,55.9,5.2,151,7,0
ZMtgxjNimnQ_224-233,ZMtgxjNimnQ,lightly push into,push,lightly,push,gently,224.9,233.4,8.4,270,10,0
Rb1Cm8NAW74_41-49,Rb1Cm8NAW74,shell finely chop clean good bash,chop,finely,chop,finely,41.8,49.4,7.7,192,1,2
X3TT8JJ6vtE_107-113,X3TT8JJ6vtE,mix rub gently blackheads area 2 minutes,rub,gently,rub,gently,107.2,113.3,6.2,181,22,0
XgvlSbiofVM_68-73,XgvlSbiofVM,coarsely chop into small pieces,chop,coarsely,chop,coarsely,68,73.3,5.2,126,1,4
Q355LH34KEo_204-233,Q355LH34KEo,mixing gently,mix,gently,mix,gently,205,234,29,870,0,0
w1zW5Qlp9OI_647-654,w1zW5Qlp9OI,pour thicken soup quite quickly start,pour,quickly,pour,quickly,647.1,654.1,7,168,3,3
bkg2VGZ0GLU_16-26,bkg2VGZ0GLU,eggs crack egg lightly yolk shell shell,crack,lightly,crack,gently,16.9,26.5,9.6,300,44,0
tSxFpyS-kDQ_295-302,tSxFpyS-kDQ,start stretching gently,stretch,gently,stretch,gently,295.6,302.4,6.8,175,42,0
V8d7gcPF8WQ_565-574,V8d7gcPF8WQ,350 lightly cover,cover,lightly,cover,gently,565,574.1,9.1,270,9,0
ngCTduq5g8g_306-311,ngCTduq5g8g,gently fold whipped cream into,fold,gently,fold,gently,306.2,311.8,5.5,151,5,0
lYVe4x3ZepI_99-105,lYVe4x3ZepI,slowly whisk,whisk,slowly,whisk,slowly,100,105.6,5.6,181,7,1
Gul9SZlMB3w_163-169,Gul9SZlMB3w,lotus root slice gently press beef,press,gently,press,gently,163.7,170,6.3,181,4,0
P2DXkDB9pT8_454-463,P2DXkDB9pT8,good slowly pour into charm,pour,slowly,pour,slowly,454.4,463.7,9.4,270,3,1
iwzoh9OYuPs_88-93,iwzoh9OYuPs,oil nice hot start slowly dipping wontons,dip,slowly,dip,slowly,88.3,93.3,5.1,120,31,1
5DJ2PMtU3I0_525-531,5DJ2PMtU3I0,pant use forearm flip gently press,press,gently,press,gently,525.1,531.3,6.2,180,4,0
_vUKxhK2mmU_277-291,_vUKxhK2mmU,teardrop shape lightly press make indents create toes,press,lightly,press,gently,277.1,292,14.9,420,4,0
6zsSZXnG3oI_255-260,6zsSZXnG3oI,spray lightly,spray,lightly,spray,gently,255.3,260.4,5.1,151,23,0
Ca_KtSt223M_449-462,Ca_KtSt223M,use coconut oil use butter gently press,press,gently,press,gently,449.9,462.1,12.2,390,4,0
nKGsoQM5YJk_373-382,nKGsoQM5YJk,roughly chop pork chop,chop,roughly,chop,coarsely,374,382.5,8.5,270,1,4
oxdrjKPG8Gc_222-227,oxdrjKPG8Gc,remember wait bubbles mix gently,mix,gently,mix,gently,222.6,227.7,5,150,0,0
VGKJBUhEgy8_144-150,VGKJBUhEgy8,burn curb pour slowly time,pour,slowly,pour,slowly,144.6,150.4,5.8,180,3,1
FBvqinPMRBM_597-608,FBvqinPMRBM,good lightly brush melted clarified butter,brush,lightly,brush,gently,597.7,608.3,10.6,331,8,0
fMPR7hb5wHs_479-497,fMPR7hb5wHs,pour slowly mixers running medium,pour,slowly,pour,slowly,479.2,498,18.8,540,3,1
ZqyGJIPAN4Y_52-58,ZqyGJIPAN4Y,finely chop chopping,chop,finely,chop,finely,52.2,58.6,6.4,181,1,2
k_A3lmBZVtA_551-558,k_A3lmBZVtA,heading1 chicken stock slowly mix,mix,slowly,mix,slowly,552,558.1,6.1,211,0,1
B-4fP5a6RBw_672-677,B-4fP5a6RBw,mix gently ham,mix,gently,mix,gently,672.7,677.9,5.2,150,0,0
Yt6O9ldtis4_160-167,Yt6O9ldtis4,gently pour,pour,gently,pour,gently,160.9,167,6.1,211,3,0
XcxH260zI-4_17-25,XcxH260zI-4,squeeze mixture tightly,squeeze,tightly,squeeze,tightly,17.5,25.7,8.2,240,16,5
f61jnCAl4IA_87-92,f61jnCAl4IA,beef strips coat lightly batches time covered,coat,lightly,coat,gently,87.1,92.2,5.1,125,15,0
Rav6yoQpIS8_162-168,Rav6yoQpIS8,gently squeeze strain excess water,squeeze,gently,squeeze,gently,162.4,168.4,6,180,16,0
zLVPmDgyaZ4_94-99,zLVPmDgyaZ4,slowly stir,stir,slowly,stir,slowly,94.9,100,5.1,120,2,1
44WTWFxVJRU_136-143,44WTWFxVJRU,ball case add coconut milk quickly whisk,whisk,quickly,whisk,quickly,136.5,143.7,7.2,210,7,3
vK3Ocla6qVE_281-290,vK3Ocla6qVE,halfway remember gently pat,pat,gently,pat,gently,281.7,290.6,8.9,271,30,0
JEw0R2N4Epw_34-40,JEw0R2N4Epw,butter breast beneath loosened skin roughly chop,chop,roughly,chop,coarsely,34.6,40,5.4,150,1,4
9xtm_HuujsE_141-149,9xtm_HuujsE,lightly brush olive oil,brush,lightly,brush,gently,141.2,149.6,8.4,240,8,0
dJOH5L85hHg_76-83,dJOH5L85hHg,lemon juice finely chop,chop,finely,chop,finely,76.1,83.4,7.3,175,1,2
ksOkNRAzyQI_20-33,ksOkNRAzyQI,make fresh jal zeera use fresh mint leaves green coriander lemon juice black pepper ginger black rock salt grind finely,grind,finely,grind,finely,20.3,33.8,13.5,326,37,2
1BdKKEaHpLY_173-178,1BdKKEaHpLY,finely chop,chop,finely,chop,finely,173.2,178.3,5.1,150,1,2
6DByVhMUpzI_663-669,6DByVhMUpzI,yellow overlap gently brushing blend,brush,gently,brush,gently,663.4,669.8,6.3,179,8,0
vO81lQvYodI_65-70,vO81lQvYodI,powder lightly rub seasoning,rub,lightly,rub,gently,65.1,70.8,5.7,151,22,0
kaWL4CkgVeI_131-137,kaWL4CkgVeI,harden quickly cover,cover,quickly,cover,quickly,131.4,137.4,6,144,9,3
M6CwnxnxHKI_284-290,M6CwnxnxHKI,roll thinly keeping 3 4 cm thick,roll,thinly,roll,finely,285,290.2,5.2,182,6,2
ZuT4xgmRrn8_62-68,ZuT4xgmRrn8,roughly chop strawberries,chop,roughly,chop,coarsely,62.2,68.7,6.5,151,1,4
xlYPskg6IV4_399-414,xlYPskg6IV4,toss quickly sugar,toss,quickly,toss,quickly,399.9,414.4,14.4,362,12,3
TM-KWH72j-E_72-77,TM-KWH72j-E,slowly pour couple beaten eggs thin stream stirring soup,pour,slowly,pour,slowly,72.2,77.9,5.7,151,3,1
rI8S4qFFA18_24-32,rI8S4qFFA18,gently stir combined,stir,gently,stir,gently,24.2,32.4,8.2,200,2,0
hJxaVD6eAtc_752-759,hJxaVD6eAtc,make tight makes roundabouts rolling possible lightly,roll,lightly,roll,gently,752.9,759.3,6.4,210,6,0
Ln-B_L47NhI_51-58,Ln-B_L47NhI,kn whisk gently,whisk,gently,whisk,gently,51.9,58.2,6.3,176,7,0
Hmwd9PuXpuk_67-74,Hmwd9PuXpuk,half teaspoon cinnamon powder season lightly,season,lightly,season,gently,67.8,74.4,6.7,212,35,0
FtwmWN6S_cI_452-460,FtwmWN6S_cI,quickly press add little flour rolling pin,press,quickly,press,quickly,452.2,461,8.7,240,4,3
1n_YPSykx4I_45-53,1n_YPSykx4I,remove seeds finely chop blanched tomatoes,chop,finely,chop,finely,45.7,53.2,7.5,241,1,2
9o-Uds2aroE_256-261,9o-Uds2aroE,mobile shape damage lightly cover,cover,lightly,cover,gently,256.1,261.2,5.1,150,9,0
tKkXVJAjOzI_162-168,tKkXVJAjOzI,coming turkey got black gently stir,stir,gently,stir,gently,162.9,168.3,5.4,151,2,0
atj_WlIfzZg_89-97,atj_WlIfzZg,group finely chop,chop,finely,chop,finely,89.6,97,7.4,200,1,2
yacSE9Sp6cg_126-133,yacSE9Sp6cg,red peppers stir fry quickly 1,stir,quickly,stir,quickly,126.1,133,6.9,211,2,3
xIsOOL_JrGw_90-96,xIsOOL_JrGw,egg yolks mix gently whisk,whisk,gently,whisk,gently,90.8,96.4,5.6,151,7,0
ZdCU79Nkdq4_362-370,ZdCU79Nkdq4,quickly flip lovely pan,flip,quickly,flip,quickly,362.7,370.1,7.4,201,19,3
GWPWbnWOkKI_160-170,GWPWbnWOkKI,mix quickly whisk dissolve activate yeast,mix,quickly,mix,quickly,160,170,10,250,0,3
YcxEaQj7zjU_376-384,YcxEaQj7zjU,mixing slowly add powdered sugar little thyme,mix,slowly,mix,slowly,376.7,384.1,7.4,240,0,1
1VdG06mwjBo_283-289,1VdG06mwjBo,level using spatula best gently press bubble wrap,press,gently,press,gently,283.4,289.1,5.7,150,4,0
6Zk4l8pY4lU_46-52,6Zk4l8pY4lU,brown mustard mix fully,mix,fully,mix,completely,46.6,52.5,5.8,180,0,7
bwpJIKzS_8k_159-165,bwpJIKzS_8k,line lightly stir lemon rice ready saw young,stir,lightly,stir,gently,159.6,165.8,6.2,150,2,0
S6x_dEm5QQc_247-257,S6x_dEm5QQc,add pre measured fragrance soap stir slowly 20 30 seconds,stir,slowly,stir,slowly,247.8,257.5,9.7,300,2,1
JgORCSgxj54_147-154,JgORCSgxj54,custard bread gently pour,pour,gently,pour,gently,147.7,154.4,6.7,168,3,0
lRWaOU2phDI_563-570,lRWaOU2phDI,slowly drizzle olive oil,drizzle,slowly,drizzle,slowly,563.1,570,6.9,209,21,1
8qdX_4LBpi0_220-227,8qdX_4LBpi0,lightly spray nonstick cooking spray using,spray,lightly,spray,gently,220.8,227.1,6.3,210,23,0
cXzOf_cmzp8_182-187,cXzOf_cmzp8,slowly whisk butter,whisk,slowly,whisk,slowly,183,188,5,151,7,1
LWIAyzJpzo8_377-384,LWIAyzJpzo8,little time make liquidy stir gently,stir,gently,stir,gently,377.8,384.6,6.8,210,2,0
dcnLOXK9koQ_251-264,dcnLOXK9koQ,fill lightly stuff chili line roll,fill,lightly,fill,gently,251.1,264.3,13.2,391,28,0
m2MbiDAWKr4_21-28,m2MbiDAWKr4,peel finely chop,chop,finely,chop,finely,21.5,28.5,7,175,1,2
SWyYdDoqaPE_211-216,SWyYdDoqaPE,air bubbles gently pour,pour,gently,pour,gently,211.1,216.1,5,120,3,0
cYdwnEVHkEE_226-237,cYdwnEVHkEE,pour wet gently,pour,gently,pour,gently,226.1,237.7,11.7,331,3,0
tGAQbnsL7QQ_60-67,tGAQbnsL7QQ,joanne vanilla good point scrape gently mix,mix,gently,mix,gently,60.6,67.8,7.2,210,0,0
fvulHcKhOog_73-78,fvulHcKhOog,slowly whisk go half olive oil half cup total,whisk,slowly,whisk,slowly,73,78.7,5.7,150,7,1
JeEoxYpSob4_191-199,JeEoxYpSob4,go little coriander roughly chop pop,chop,roughly,chop,coarsely,191.7,199.7,7.9,200,1,4
i5E9uH20Kyg_120-127,i5E9uH20Kyg,melts quickly spread cheese,spread,quickly,spread,quickly,121,127.9,6.9,210,13,3
n1kjwZHCPRY_240-246,n1kjwZHCPRY,brush tin lightly greasing,grease,lightly,grease,gently,240.8,246.6,5.9,150,29,0
564UFHqN6jI_356-362,564UFHqN6jI,fold gently,fold,gently,fold,gently,356.5,362.2,5.7,181,5,0
tZgiDpPxZcw_647-653,tZgiDpPxZcw,boiling water pour slowly,pour,slowly,pour,slowly,647.7,653.7,6,180,3,1
ECTx8D9TxYg_459-464,ECTx8D9TxYg,position gently press,press,gently,press,gently,459.6,464.8,5.2,150,4,0
nhDl8pgF67Q_163-170,nhDl8pgF67Q,lightly coat churros melted butter dip into,coat,lightly,coat,gently,164,170.1,6.1,210,15,0
R_UDyYu6Pkw_548-558,R_UDyYu6Pkw,salad quickly stir time plate,stir,quickly,stir,quickly,548.8,558.3,9.5,250,2,3
vzyJ4l1Hq60_53-67,vzyJ4l1Hq60,shield's string beans pop knife chop onion finely,chop,finely,chop,finely,53,67.1,14.1,419,1,2
lvL2WJ6kdpY_201-211,lvL2WJ6kdpY,season little salt pepper gently mix simples,season,gently,season,gently,201.3,211.9,10.6,250,35,0
QDtPF59Ga1s_130-136,QDtPF59Ga1s,add dry ingredients fold gently,fold,gently,fold,gently,130.7,136.7,5.9,150,5,0
OmTTfzYIH0o_171-188,OmTTfzYIH0o,color quickly chop garlic love garlic,chop,quickly,chop,quickly,171.5,188.9,17.4,425,1,3
